Provinces	Sex	Period	Total
48 Bizkaia	Both genders	2010	82.03
48 Bizkaia	Both genders	2009	81.74
48 Bizkaia	Both genders	2008	81.48
48 Bizkaia	Both genders	2007	81.19
48 Bizkaia	Both genders	2006	81.11
48 Bizkaia	Both genders	2005	80.64
48 Bizkaia	Both genders	2004	80.45
48 Bizkaia	Both genders	2003	79.94
48 Bizkaia	Both genders	2002	79.85
48 Bizkaia	Both genders	2001	80.08
48 Bizkaia	Both genders	2000	79.30
48 Bizkaia	Both genders	1999	79.29
48 Bizkaia	Both genders	1998	78.91
48 Bizkaia	Both genders	1997	78.90
48 Bizkaia	Both genders	1996	78.05
48 Bizkaia	Both genders	1995	77.73
48 Bizkaia	Both genders	1994	78.22
48 Bizkaia	Both genders	1993	77.91
48 Bizkaia	Both genders	1992	77.33
48 Bizkaia	Both genders	1991	77.09
48 Bizkaia	Both genders	1990	76.44
48 Bizkaia	Both genders	1989	76.94
48 Bizkaia	Both genders	1988	76.53
48 Bizkaia	Both genders	1987	76.29
48 Bizkaia	Both genders	1986	75.72
48 Bizkaia	Both genders	1985	75.75
48 Bizkaia	Both genders	1984	75.33
48 Bizkaia	Both genders	1983	75.40
48 Bizkaia	Both genders	1982	75.28
48 Bizkaia	Both genders	1981	74.31
48 Bizkaia	Both genders	1980	73.98
48 Bizkaia	Both genders	1979	73.83
48 Bizkaia	Both genders	1978	73.59
48 Bizkaia	Both genders	1977	73.22
48 Bizkaia	Both genders	1976	73.11
48 Bizkaia	Both genders	1975	72.50
48 Bizkaia	Males	2024	81.95
48 Bizkaia	Males	2023	81.67
48 Bizkaia	Males	2022	80.66
48 Bizkaia	Males	2021	80.81
48 Bizkaia	Males	2020	80.05
48 Bizkaia	Males	2019	80.57
48 Bizkaia	Males	2018	80.64
48 Bizkaia	Males	2017	80.55
48 Bizkaia	Males	2016	80.07
48 Bizkaia	Males	2015	79.91
48 Bizkaia	Males	2014	80.09
48 Bizkaia	Males	2013	79.91
48 Bizkaia	Males	2012	79.24
48 Bizkaia	Males	2011	78.90
48 Bizkaia	Males	2010	78.59
48 Bizkaia	Males	2009	78.18
48 Bizkaia	Males	2008	78.04
48 Bizkaia	Males	2007	77.77
48 Bizkaia	Males	2006	77.47
48 Bizkaia	Males	2005	76.98
48 Bizkaia	Males	2004	76.87
48 Bizkaia	Males	2003	76.44
48 Bizkaia	Males	2002	76.27
48 Bizkaia	Males	2001	76.29
48 Bizkaia	Males	2000	75.57
48 Bizkaia	Males	1999	75.50
48 Bizkaia	Males	1998	75.22
48 Bizkaia	Males	1997	74.94
48 Bizkaia	Males	1996	73.86
48 Bizkaia	Males	1995	73.47
48 Bizkaia	Males	1994	73.90
48 Bizkaia	Males	1993	73.64
48 Bizkaia	Males	1992	72.95
48 Bizkaia	Males	1991	72.79
48 Bizkaia	Males	1990	72.50
48 Bizkaia	Males	1989	72.99
48 Bizkaia	Males	1988	72.87
48 Bizkaia	Males	1987	72.46
48 Bizkaia	Males	1986	71.96
48 Bizkaia	Males	1985	72.11
48 Bizkaia	Males	1984	71.45
48 Bizkaia	Males	1983	71.75
48 Bizkaia	Males	1982	71.48
48 Bizkaia	Males	1981	70.37
48 Bizkaia	Males	1980	70.02
48 Bizkaia	Males	1979	70.26
48 Bizkaia	Males	1978	69.86
48 Bizkaia	Males	1977	69.59
48 Bizkaia	Males	1976	69.47
48 Bizkaia	Males	1975	69.02
48 Bizkaia	Females	2024	87.11
48 Bizkaia	Females	2023	86.95
48 Bizkaia	Females	2022	85.92
48 Bizkaia	Females	2021	86.41
48 Bizkaia	Females	2020	85.78
48 Bizkaia	Females	2019	86.55
48 Bizkaia	Females	2018	86.13
48 Bizkaia	Females	2017	86.26
48 Bizkaia	Females	2016	86.03
48 Bizkaia	Females	2015	85.86
48 Bizkaia	Females	2014	85.88
48 Bizkaia	Females	2013	86.15
48 Bizkaia	Females	2012	85.58
48 Bizkaia	Females	2011	85.21
48 Bizkaia	Females	2010	85.31
48 Bizkaia	Females	2009	85.18
48 Bizkaia	Females	2008	84.78
48 Bizkaia	Females	2007	84.48
48 Bizkaia	Females	2006	84.63
48 Bizkaia	Females	2005	84.24
48 Bizkaia	Females	2004	83.95
48 Bizkaia	Females	2003	83.34
48 Bizkaia	Females	2002	83.35
48 Bizkaia	Females	2001	83.82
48 Bizkaia	Females	2000	82.98
48 Bizkaia	Females	1999	83.04
48 Bizkaia	Females	1998	82.54
48 Bizkaia	Females	1997	82.82
48 Bizkaia	Females	1996	82.28
48 Bizkaia	Females	1995	82.03
48 Bizkaia	Females	1994	82.59
48 Bizkaia	Females	1993	82.24
48 Bizkaia	Females	1992	81.77
48 Bizkaia	Females	1991	81.44
48 Bizkaia	Females	1990	80.41
48 Bizkaia	Females	1989	80.89
48 Bizkaia	Females	1988	80.16
48 Bizkaia	Females	1987	80.12
48 Bizkaia	Females	1986	79.51
48 Bizkaia	Females	1985	79.37
48 Bizkaia	Females	1984	79.27
48 Bizkaia	Females	1983	79.05
48 Bizkaia	Females	1982	79.12
48 Bizkaia	Females	1981	78.34
48 Bizkaia	Females	1980	78.02
48 Bizkaia	Females	1979	77.41
48 Bizkaia	Females	1978	77.35
48 Bizkaia	Females	1977	76.90
48 Bizkaia	Females	1976	76.79
48 Bizkaia	Females	1975	76.00
09 Burgos	Both genders	2024	84.56
09 Burgos	Both genders	2023	84.23
09 Burgos	Both genders	2022	83.87
09 Burgos	Both genders	2021	84.55
09 Burgos	Both genders	2020	83.18
09 Burgos	Both genders	2019	84.52
09 Burgos	Both genders	2018	84.08
09 Burgos	Both genders	2017	83.82
09 Burgos	Both genders	2016	84.09
09 Burgos	Both genders	2015	84.22
09 Burgos	Both genders	2014	83.60
09 Burgos	Both genders	2013	83.57
09 Burgos	Both genders	2012	82.89
09 Burgos	Both genders	2011	82.96
09 Burgos	Both genders	2010	83.17
09 Burgos	Both genders	2009	82.34
09 Burgos	Both genders	2008	82.09
09 Burgos	Both genders	2007	82.09
09 Burgos	Both genders	2006	82.15
09 Burgos	Both genders	2005	80.81
09 Burgos	Both genders	2004	81.95
09 Burgos	Both genders	2003	80.91
09 Burgos	Both genders	2002	80.88
09 Burgos	Both genders	2001	81.40
09 Burgos	Both genders	2000	80.47
09 Burgos	Both genders	1999	80.26
09 Burgos	Both genders	1998	79.79
09 Burgos	Both genders	1997	79.54
09 Burgos	Both genders	1996	79.61
09 Burgos	Both genders	1995	79.25
09 Burgos	Both genders	1994	79.15
09 Burgos	Both genders	1993	78.70
09 Burgos	Both genders	1992	78.64
09 Burgos	Both genders	1991	77.75
09 Burgos	Both genders	1990	77.78
09 Burgos	Both genders	1989	77.47
09 Burgos	Both genders	1988	77.15
09 Burgos	Both genders	1987	77.59
09 Burgos	Both genders	1986	77.26
09 Burgos	Both genders	1985	77.09
09 Burgos	Both genders	1984	77.66
09 Burgos	Both genders	1983	77.50
09 Burgos	Both genders	1982	77.97
09 Burgos	Both genders	1981	76.86
09 Burgos	Both genders	1980	76.37
09 Burgos	Both genders	1979	75.74
09 Burgos	Both genders	1978	75.29
09 Burgos	Both genders	1977	74.18
09 Burgos	Both genders	1976	73.71
09 Burgos	Both genders	1975	73.43
09 Burgos	Males	2024	81.94
09 Burgos	Males	2023	81.72
09 Burgos	Males	2022	81.05
09 Burgos	Males	2021	81.59
09 Burgos	Males	2020	80.28
09 Burgos	Males	2019	81.62
09 Burgos	Males	2018	81.35
09 Burgos	Males	2017	81.07
09 Burgos	Males	2016	81.14
09 Burgos	Males	2015	81.21
09 Burgos	Males	2014	80.44
09 Burgos	Males	2013	80.60
09 Burgos	Males	2012	79.60
09 Burgos	Males	2011	80.18
09 Burgos	Males	2010	80.17
09 Burgos	Males	2009	79.15
09 Burgos	Males	2008	78.74
09 Burgos	Males	2007	78.95
09 Burgos	Males	2006	78.87
09 Burgos	Males	2005	77.24
09 Burgos	Males	2004	78.79
09 Burgos	Males	2003	77.46
09 Burgos	Males	2002	77.36
09 Burgos	Males	2001	77.85
09 Burgos	Males	2000	77.25
09 Burgos	Males	1999	76.67
09 Burgos	Males	1998	76.22
09 Burgos	Males	1997	76.37
09 Burgos	Males	1996	76.37
09 Burgos	Males	1995	75.39
09 Burgos	Males	1994	75.69
09 Burgos	Males	1993	75.12
09 Burgos	Males	1992	75.11
09 Burgos	Males	1991	74.01
09 Burgos	Males	1990	74.20
09 Burgos	Males	1989	73.74
09 Burgos	Males	1988	73.38
09 Burgos	Males	1987	74.36
09 Burgos	Males	1986	74.19
09 Burgos	Males	1985	74.13
09 Burgos	Males	1984	74.46
09 Burgos	Males	1983	75.27
09 Burgos	Males	1982	75.08
09 Burgos	Males	1981	74.05
09 Burgos	Males	1980	73.50
09 Burgos	Males	1979	72.79
09 Burgos	Males	1978	71.87
09 Burgos	Males	1977	71.14
09 Burgos	Males	1976	70.87
09 Burgos	Males	1975	70.69
09 Burgos	Females	2024	87.30
09 Burgos	Females	2023	86.86
09 Burgos	Females	2022	86.89
09 Burgos	Females	2021	87.72
09 Burgos	Females	2020	86.38
09 Burgos	Females	2019	87.63
09 Burgos	Females	2018	86.94
09 Burgos	Females	2017	86.72
09 Burgos	Females	2016	87.19
09 Burgos	Females	2015	87.39
09 Burgos	Females	2014	87.03
09 Burgos	Females	2013	86.69
09 Burgos	Females	2012	86.47
09 Burgos	Females	2011	85.87
09 Burgos	Females	2010	86.36
09 Burgos	Females	2009	85.79
09 Burgos	Females	2008	85.73
09 Burgos	Females	2007	85.45
09 Burgos	Females	2006	85.59
09 Burgos	Females	2005	84.71
09 Burgos	Females	2004	85.26
09 Burgos	Females	2003	84.61
09 Burgos	Females	2002	84.66
09 Burgos	Females	2001	85.20
09 Burgos	Females	2000	83.80
09 Burgos	Females	1999	84.11
09 Burgos	Females	1998	83.61
09 Burgos	Females	1997	82.87
09 Burgos	Females	1996	83.02
09 Burgos	Females	1995	83.43
09 Burgos	Females	1994	82.83
09 Burgos	Females	1993	82.52
09 Burgos	Females	1992	82.33
09 Burgos	Females	1991	81.78
09 Burgos	Females	1990	81.63
09 Burgos	Females	1989	81.50
09 Burgos	Females	1988	81.23
09 Burgos	Females	1987	81.00
09 Burgos	Females	1986	80.45
09 Burgos	Females	1985	80.20
09 Burgos	Females	1984	81.01
09 Burgos	Females	1983	79.70
09 Burgos	Females	1982	80.92
09 Burgos	Females	1981	79.74
09 Burgos	Females	1980	79.34
09 Burgos	Females	1979	78.83
09 Burgos	Females	1978	78.93
09 Burgos	Females	1977	77.36
09 Burgos	Females	1976	76.67
09 Burgos	Females	1975	76.26
10 Cáceres	Both genders	2024	83.62
10 Cáceres	Both genders	2023	83.28
10 Cáceres	Both genders	2022	82.53
10 Cáceres	Both genders	2021	82.62
10 Cáceres	Both genders	2020	81.72
10 Cáceres	Both genders	2019	83.47
10 Cáceres	Both genders	2018	82.88
10 Cáceres	Both genders	2017	82.47
10 Cáceres	Both genders	2016	82.82
10 Cáceres	Both genders	2015	82.54
10 Cáceres	Both genders	2014	83.21
10 Cáceres	Both genders	2013	82.34
10 Cáceres	Both genders	2012	82.01
10 Cáceres	Both genders	2011	82.19
10 Cáceres	Both genders	2010	81.99
10 Cáceres	Both genders	2009	81.86
10 Cáceres	Both genders	2008	81.69
10 Cáceres	Both genders	2007	80.73
10 Cáceres	Both genders	2006	81.20
10 Cáceres	Both genders	2005	80.17
10 Cáceres	Both genders	2004	80.19
10 Cáceres	Both genders	2003	79.43
10 Cáceres	Both genders	2002	80.13
10 Cáceres	Both genders	2001	79.67
10 Cáceres	Both genders	2000	79.49
10 Cáceres	Both genders	1999	79.16
10 Cáceres	Both genders	1998	78.89
10 Cáceres	Both genders	1997	78.91
10 Cáceres	Both genders	1996	78.70
10 Cáceres	Both genders	1995	78.56
10 Cáceres	Both genders	1994	78.59
10 Cáceres	Both genders	1993	78.24
10 Cáceres	Both genders	1992	77.95
10 Cáceres	Both genders	1991	77.64
10 Cáceres	Both genders	1990	77.11
10 Cáceres	Both genders	1989	77.14
10 Cáceres	Both genders	1988	76.94
10 Cáceres	Both genders	1987	76.85
10 Cáceres	Both genders	1986	76.18
10 Cáceres	Both genders	1985	76.22
10 Cáceres	Both genders	1984	75.85
10 Cáceres	Both genders	1983	75.42
10 Cáceres	Both genders	1982	76.27
10 Cáceres	Both genders	1981	75.40
10 Cáceres	Both genders	1980	74.62
10 Cáceres	Both genders	1979	74.56
10 Cáceres	Both genders	1978	74.46
10 Cáceres	Both genders	1977	74.15
10 Cáceres	Both genders	1976	73.70
10 Cáceres	Both genders	1975	73.24
10 Cáceres	Males	2024	80.87
10 Cáceres	Males	2023	80.80
10 Cáceres	Males	2022	80.11
10 Cáceres	Males	2021	79.81
10 Cáceres	Males	2020	79.15
10 Cáceres	Males	2019	80.65
10 Cáceres	Males	2018	79.97
10 Cáceres	Males	2017	79.68
10 Cáceres	Males	2016	79.97
10 Cáceres	Males	2015	79.66
10 Cáceres	Males	2014	80.48
10 Cáceres	Males	2013	79.54
10 Cáceres	Males	2012	78.97
10 Cáceres	Males	2011	79.34
10 Cáceres	Males	2010	78.90
10 Cáceres	Males	2009	78.93
10 Cáceres	Males	2008	78.50
10 Cáceres	Males	2007	77.85
10 Cáceres	Males	2006	77.83
10 Cáceres	Males	2005	76.91
10 Cáceres	Males	2004	76.63
10 Cáceres	Males	2003	76.26
10 Cáceres	Males	2002	76.74
10 Cáceres	Males	2001	76.56
10 Cáceres	Males	2000	76.58
10 Cáceres	Males	1999	75.90
10 Cáceres	Males	1998	75.51
10 Cáceres	Males	1997	75.51
10 Cáceres	Males	1996	75.49
10 Cáceres	Males	1995	75.14
10 Cáceres	Males	1994	75.43
10 Cáceres	Males	1993	75.03
10 Cáceres	Males	1992	74.82
10 Cáceres	Males	1991	74.70
10 Cáceres	Males	1990	74.09
10 Cáceres	Males	1989	73.92
10 Cáceres	Males	1988	74.17
10 Cáceres	Males	1987	73.79
10 Cáceres	Males	1986	73.21
10 Cáceres	Males	1985	73.21
10 Cáceres	Males	1984	72.95
10 Cáceres	Males	1983	72.40
10 Cáceres	Males	1982	73.31
10 Cáceres	Males	1981	72.61
10 Cáceres	Males	1980	71.54
10 Cáceres	Males	1979	71.80
10 Cáceres	Males	1978	71.62
10 Cáceres	Males	1977	71.45
10 Cáceres	Males	1976	71.00
10 Cáceres	Males	1975	70.50
10 Cáceres	Females	2024	86.49
10 Cáceres	Females	2023	85.83
10 Cáceres	Females	2022	85.05
10 Cáceres	Females	2021	85.60
10 Cáceres	Females	2020	84.45
10 Cáceres	Females	2019	86.40
10 Cáceres	Females	2018	85.91
10 Cáceres	Females	2017	85.38
10 Cáceres	Females	2016	85.78
10 Cáceres	Females	2015	85.58
10 Cáceres	Females	2014	86.01
10 Cáceres	Females	2013	85.30
10 Cáceres	Females	2012	85.26
10 Cáceres	Females	2011	85.16
10 Cáceres	Females	2010	85.25
10 Cáceres	Females	2009	84.88
10 Cáceres	Females	2008	85.00
10 Cáceres	Females	2007	83.73
10 Cáceres	Females	2006	84.70
10 Cáceres	Females	2005	83.60
10 Cáceres	Females	2004	83.93
10 Cáceres	Females	2003	82.76
10 Cáceres	Females	2002	83.66
10 Cáceres	Females	2001	82.92
10 Cáceres	Females	2000	82.43
10 Cáceres	Females	1999	82.54
10 Cáceres	Females	1998	82.40
10 Cáceres	Females	1997	82.43
10 Cáceres	Females	1996	81.96
10 Cáceres	Females	1995	82.07
10 Cáceres	Females	1994	81.80
10 Cáceres	Females	1993	81.46
10 Cáceres	Females	1992	81.09
10 Cáceres	Females	1991	80.60
10 Cáceres	Females	1990	80.17
10 Cáceres	Females	1989	80.38
10 Cáceres	Females	1988	79.64
10 Cáceres	Females	1987	79.88
10 Cáceres	Females	1986	79.12
10 Cáceres	Females	1985	79.21
10 Cáceres	Females	1984	78.71
10 Cáceres	Females	1983	78.44
10 Cáceres	Females	1982	79.19
10 Cáceres	Females	1981	78.15
10 Cáceres	Females	1980	77.71
10 Cáceres	Females	1979	77.30
10 Cáceres	Females	1978	77.24
10 Cáceres	Females	1977	76.79
10 Cáceres	Females	1976	76.35
10 Cáceres	Females	1975	75.93
11 Cádiz	Both genders	2024	82.55
11 Cádiz	Both genders	2023	82.01
11 Cádiz	Both genders	2022	81.44
11 Cádiz	Both genders	2021	80.75
11 Cádiz	Both genders	2020	81.08
11 Cádiz	Both genders	2019	81.71
11 Cádiz	Both genders	2018	81.01
11 Cádiz	Both genders	2017	81.27
11 Cádiz	Both genders	2016	81.05
11 Cádiz	Both genders	2015	80.82
11 Cádiz	Both genders	2014	81.17
11 Cádiz	Both genders	2013	80.66
11 Cádiz	Both genders	2012	80.02
11 Cádiz	Both genders	2011	80.26
11 Cádiz	Both genders	2010	80.18
11 Cádiz	Both genders	2009	79.75
11 Cádiz	Both genders	2008	79.57
11 Cádiz	Both genders	2007	79.86
11 Cádiz	Both genders	2006	79.34
11 Cádiz	Both genders	2005	78.09
11 Cádiz	Both genders	2004	78.02
11 Cádiz	Both genders	2003	77.69
11 Cádiz	Both genders	2002	77.88
11 Cádiz	Both genders	2001	77.84
11 Cádiz	Both genders	2000	77.32
11 Cádiz	Both genders	1999	76.93
11 Cádiz	Both genders	1998	76.89
11 Cádiz	Both genders	1997	76.77
11 Cádiz	Both genders	1996	76.19
11 Cádiz	Both genders	1995	75.59
11 Cádiz	Both genders	1994	76.35
11 Cádiz	Both genders	1993	75.77
11 Cádiz	Both genders	1992	75.80
11 Cádiz	Both genders	1991	75.04
11 Cádiz	Both genders	1990	74.37
11 Cádiz	Both genders	1989	75.07
11 Cádiz	Both genders	1988	74.81
11 Cádiz	Both genders	1987	74.66
11 Cádiz	Both genders	1986	74.61
11 Cádiz	Both genders	1985	74.31
11 Cádiz	Both genders	1984	74.13
11 Cádiz	Both genders	1983	74.33
11 Cádiz	Both genders	1982	73.66
11 Cádiz	Both genders	1981	73.78
11 Cádiz	Both genders	1980	73.30
11 Cádiz	Both genders	1979	73.02
11 Cádiz	Both genders	1978	72.38
11 Cádiz	Both genders	1977	71.76
11 Cádiz	Both genders	1976	71.46
11 Cádiz	Both genders	1975	71.49
11 Cádiz	Males	2024	79.89
11 Cádiz	Males	2023	79.24
11 Cádiz	Males	2022	78.75
11 Cádiz	Males	2021	78.05
11 Cádiz	Males	2020	78.25
11 Cádiz	Males	2019	78.98
11 Cádiz	Males	2018	78.29
11 Cádiz	Males	2017	78.74
11 Cádiz	Males	2016	78.33
11 Cádiz	Males	2015	78.24
11 Cádiz	Males	2014	78.44
11 Cádiz	Males	2013	77.88
11 Cádiz	Males	2012	77.19
11 Cádiz	Males	2011	77.39
11 Cádiz	Males	2010	77.24
11 Cádiz	Males	2009	76.80
11 Cádiz	Males	2008	76.54
11 Cádiz	Males	2007	76.97
11 Cádiz	Males	2006	76.42
11 Cádiz	Males	2005	74.69
11 Cádiz	Males	2004	74.54
11 Cádiz	Males	2003	74.37
11 Cádiz	Males	2002	74.64
11 Cádiz	Males	2001	74.47
11 Cádiz	Males	2000	74.03
11 Cádiz	Males	1999	73.43
11 Cádiz	Males	1998	73.47
11 Cádiz	Males	1997	73.47
11 Cádiz	Males	1996	72.34
11 Cádiz	Males	1995	71.98
11 Cádiz	Males	1994	72.93
11 Cádiz	Males	1993	72.13
11 Cádiz	Males	1992	72.11
11 Cádiz	Males	1991	71.20
11 Cádiz	Males	1990	70.83
11 Cádiz	Males	1989	71.59
11 Cádiz	Males	1988	71.43
11 Cádiz	Males	1987	71.16
11 Cádiz	Males	1986	71.03
11 Cádiz	Males	1985	70.46
11 Cádiz	Males	1984	70.79
11 Cádiz	Males	1983	70.81
11 Cádiz	Males	1982	70.24
11 Cádiz	Males	1981	70.20
11 Cádiz	Males	1980	70.17
11 Cádiz	Males	1979	69.49
11 Cádiz	Males	1978	68.91
11 Cádiz	Males	1977	68.13
11 Cádiz	Males	1976	68.17
11 Cádiz	Males	1975	68.09
11 Cádiz	Females	2024	85.18
11 Cádiz	Females	2023	84.77
11 Cádiz	Females	2022	84.16
11 Cádiz	Females	2021	83.48
11 Cádiz	Females	2020	83.97
11 Cádiz	Females	2019	84.45
11 Cádiz	Females	2018	83.74
11 Cádiz	Females	2017	83.78
11 Cádiz	Females	2016	83.79
11 Cádiz	Females	2015	83.43
11 Cádiz	Females	2014	83.90
11 Cádiz	Females	2013	83.45
11 Cádiz	Females	2012	82.90
11 Cádiz	Females	2011	83.16
11 Cádiz	Females	2010	83.18
11 Cádiz	Females	2009	82.74
11 Cádiz	Females	2008	82.63
11 Cádiz	Females	2007	82.72
11 Cádiz	Females	2006	82.23
11 Cádiz	Females	2005	81.61
11 Cádiz	Females	2004	81.62
11 Cádiz	Females	2003	81.11
11 Cádiz	Females	2002	81.18
11 Cádiz	Females	2001	81.26
11 Cádiz	Females	2000	80.66
11 Cádiz	Females	1999	80.56
11 Cádiz	Females	1998	80.40
11 Cádiz	Females	1997	80.12
11 Cádiz	Females	1996	80.24
11 Cádiz	Females	1995	79.34
11 Cádiz	Females	1994	79.81
11 Cádiz	Females	1993	79.50
11 Cádiz	Females	1992	79.58
11 Cádiz	Females	1991	79.05
11 Cádiz	Females	1990	78.02
11 Cádiz	Females	1989	78.59
11 Cádiz	Females	1988	78.21
11 Cádiz	Females	1987	78.21
11 Cádiz	Females	1986	78.25
11 Cádiz	Females	1985	78.26
11 Cádiz	Females	1984	77.44
11 Cádiz	Females	1983	77.83
11 Cádiz	Females	1982	77.09
11 Cádiz	Females	1981	77.38
11 Cádiz	Females	1980	76.34
11 Cádiz	Females	1979	76.52
11 Cádiz	Females	1978	75.86
11 Cádiz	Females	1977	75.46
11 Cádiz	Females	1976	74.73
11 Cádiz	Females	1975	74.87
39 Cantabria	Both genders	2024	83.89
39 Cantabria	Both genders	2023	84.20
39 Cantabria	Both genders	2022	83.06
39 Cantabria	Both genders	2021	83.63
39 Cantabria	Both genders	2020	83.00
39 Cantabria	Both genders	2019	83.58
39 Cantabria	Both genders	2018	83.33
39 Cantabria	Both genders	2017	83.31
39 Cantabria	Both genders	2016	83.14
39 Cantabria	Both genders	2015	82.69
39 Cantabria	Both genders	2014	82.78
39 Cantabria	Both genders	2013	82.96
39 Cantabria	Both genders	2012	82.54
39 Cantabria	Both genders	2011	82.42
39 Cantabria	Both genders	2010	82.06
39 Cantabria	Both genders	2009	81.96
39 Cantabria	Both genders	2008	81.62
39 Cantabria	Both genders	2007	80.99
39 Cantabria	Both genders	2006	80.99
39 Cantabria	Both genders	2005	81.07
39 Cantabria	Both genders	2004	80.82
39 Cantabria	Both genders	2003	80.39
39 Cantabria	Both genders	2002	80.11
39 Cantabria	Both genders	2001	80.27
39 Cantabria	Both genders	2000	79.35
39 Cantabria	Both genders	1999	79.23
39 Cantabria	Both genders	1998	79.55
39 Cantabria	Both genders	1997	78.80
39 Cantabria	Both genders	1996	78.57
39 Cantabria	Both genders	1995	78.25
39 Cantabria	Both genders	1994	78.48
39 Cantabria	Both genders	1993	77.96
39 Cantabria	Both genders	1992	77.75
39 Cantabria	Both genders	1991	77.62
39 Cantabria	Both genders	1990	77.00
39 Cantabria	Both genders	1989	76.96
39 Cantabria	Both genders	1988	77.04
39 Cantabria	Both genders	1987	76.92
39 Cantabria	Both genders	1986	76.89
39 Cantabria	Both genders	1985	76.44
39 Cantabria	Both genders	1984	76.68
39 Cantabria	Both genders	1983	75.92
39 Cantabria	Both genders	1982	76.09
39 Cantabria	Both genders	1981	75.72
39 Cantabria	Both genders	1980	75.08
39 Cantabria	Both genders	1979	74.77
39 Cantabria	Both genders	1978	75.24
39 Cantabria	Both genders	1977	74.13
39 Cantabria	Both genders	1976	73.68
39 Cantabria	Both genders	1975	73.07
39 Cantabria	Males	2024	81.01
39 Cantabria	Males	2023	81.37
39 Cantabria	Males	2022	80.43
39 Cantabria	Males	2021	80.66
39 Cantabria	Males	2020	80.30
39 Cantabria	Males	2019	80.89
39 Cantabria	Males	2018	80.31
39 Cantabria	Males	2017	80.30
39 Cantabria	Males	2016	80.09
39 Cantabria	Males	2015	79.71
39 Cantabria	Males	2014	79.61
39 Cantabria	Males	2013	79.99
39 Cantabria	Males	2012	79.34
39 Cantabria	Males	2011	79.07
39 Cantabria	Males	2010	78.50
39 Cantabria	Males	2009	78.51
39 Cantabria	Males	2008	78.22
39 Cantabria	Males	2007	77.42
39 Cantabria	Males	2006	77.48
39 Cantabria	Males	2005	77.39
39 Cantabria	Males	2004	76.99
39 Cantabria	Males	2003	76.65
39 Cantabria	Males	2002	76.25
39 Cantabria	Males	2001	76.54
39 Cantabria	Males	2000	75.65
39 Cantabria	Males	1999	75.44
39 Cantabria	Males	1998	75.51
39 Cantabria	Males	1997	74.90
39 Cantabria	Males	1996	74.61
39 Cantabria	Males	1995	74.27
39 Cantabria	Males	1994	74.71
39 Cantabria	Males	1993	74.25
39 Cantabria	Males	1992	73.64
39 Cantabria	Males	1991	73.68
39 Cantabria	Males	1990	73.32
39 Cantabria	Males	1989	73.13
39 Cantabria	Males	1988	73.27
39 Cantabria	Males	1987	73.35
39 Cantabria	Males	1986	73.40
39 Cantabria	Males	1985	72.67
39 Cantabria	Males	1984	73.02
39 Cantabria	Males	1983	72.51
39 Cantabria	Males	1982	72.78
39 Cantabria	Males	1981	71.87
39 Cantabria	Males	1980	71.17
39 Cantabria	Males	1979	71.02
39 Cantabria	Males	1978	71.92
39 Cantabria	Males	1977	70.74
39 Cantabria	Males	1976	70.34
39 Cantabria	Males	1975	69.43
39 Cantabria	Females	2024	86.62
39 Cantabria	Females	2023	86.91
39 Cantabria	Females	2022	85.57
39 Cantabria	Females	2021	86.50
39 Cantabria	Females	2020	85.61
39 Cantabria	Females	2019	86.13
39 Cantabria	Females	2018	86.28
39 Cantabria	Females	2017	86.21
39 Cantabria	Females	2016	86.10
39 Cantabria	Females	2015	85.59
39 Cantabria	Females	2014	85.89
39 Cantabria	Females	2013	85.80
39 Cantabria	Females	2012	85.68
39 Cantabria	Females	2011	85.71
39 Cantabria	Females	2010	85.60
39 Cantabria	Females	2009	85.37
39 Cantabria	Females	2008	84.98
39 Cantabria	Females	2007	84.58
39 Cantabria	Females	2006	84.47
39 Cantabria	Females	2005	84.75
39 Cantabria	Females	2004	84.67
39 Cantabria	Females	2003	84.13
39 Cantabria	Females	2002	84.02
39 Cantabria	Females	2001	84.01
39 Cantabria	Females	2000	83.04
39 Cantabria	Females	1999	83.07
39 Cantabria	Females	1998	83.70
39 Cantabria	Females	1997	82.74
39 Cantabria	Females	1996	82.60
39 Cantabria	Females	1995	82.27
39 Cantabria	Females	1994	82.25
39 Cantabria	Females	1993	81.67
39 Cantabria	Females	1992	81.96
39 Cantabria	Females	1991	81.59
39 Cantabria	Females	1990	80.68
39 Cantabria	Females	1989	80.82
39 Cantabria	Females	1988	80.80
39 Cantabria	Females	1987	80.42
39 Cantabria	Females	1986	80.31
39 Cantabria	Females	1985	80.22
39 Cantabria	Females	1984	80.29
39 Cantabria	Females	1983	79.23
39 Cantabria	Females	1982	79.27
39 Cantabria	Females	1981	79.49
39 Cantabria	Females	1980	78.97
39 Cantabria	Females	1979	78.47
39 Cantabria	Females	1978	78.45
39 Cantabria	Females	1977	77.42
39 Cantabria	Females	1976	76.90
39 Cantabria	Females	1975	76.63
12 Castellón/Castelló	Both genders	2024	83.27
12 Castellón/Castelló	Both genders	2023	83.29
12 Castellón/Castelló	Both genders	2022	82.57
12 Castellón/Castelló	Both genders	2021	82.15
12 Castellón/Castelló	Both genders	2020	82.70
12 Castellón/Castelló	Both genders	2019	82.83
12 Castellón/Castelló	Both genders	2018	82.40
12 Castellón/Castelló	Both genders	2017	82.72
12 Castellón/Castelló	Both genders	2016	82.68
12 Castellón/Castelló	Both genders	2015	82.32
12 Castellón/Castelló	Both genders	2014	82.41
