Provinces	Sex	Period	Total
26 Rioja, La	Females	1975	75.64
37 Salamanca	Both genders	2024	85.77
37 Salamanca	Both genders	2023	85.40
37 Salamanca	Both genders	2022	84.12
37 Salamanca	Both genders	2021	84.73
37 Salamanca	Both genders	2020	82.53
37 Salamanca	Both genders	2019	84.69
37 Salamanca	Both genders	2018	84.68
37 Salamanca	Both genders	2017	84.41
37 Salamanca	Both genders	2016	84.47
37 Salamanca	Both genders	2015	84.58
37 Salamanca	Both genders	2014	84.58
37 Salamanca	Both genders	2013	84.31
37 Salamanca	Both genders	2012	83.77
37 Salamanca	Both genders	2011	83.94
37 Salamanca	Both genders	2010	83.68
37 Salamanca	Both genders	2009	82.96
37 Salamanca	Both genders	2008	82.79
37 Salamanca	Both genders	2007	82.60
37 Salamanca	Both genders	2006	82.75
37 Salamanca	Both genders	2005	82.24
37 Salamanca	Both genders	2004	82.48
37 Salamanca	Both genders	2003	80.85
37 Salamanca	Both genders	2002	80.85
37 Salamanca	Both genders	2001	81.42
37 Salamanca	Both genders	2000	80.94
37 Salamanca	Both genders	1999	80.22
37 Salamanca	Both genders	1998	79.99
37 Salamanca	Both genders	1997	80.08
37 Salamanca	Both genders	1996	79.68
37 Salamanca	Both genders	1995	79.90
37 Salamanca	Both genders	1994	80.00
37 Salamanca	Both genders	1993	79.07
37 Salamanca	Both genders	1992	79.24
37 Salamanca	Both genders	1991	78.53
37 Salamanca	Both genders	1990	78.29
37 Salamanca	Both genders	1989	78.35
37 Salamanca	Both genders	1988	78.07
37 Salamanca	Both genders	1987	78.26
37 Salamanca	Both genders	1986	78.56
37 Salamanca	Both genders	1985	77.89
37 Salamanca	Both genders	1984	77.69
37 Salamanca	Both genders	1983	77.55
37 Salamanca	Both genders	1982	78.20
37 Salamanca	Both genders	1981	77.72
37 Salamanca	Both genders	1980	77.48
37 Salamanca	Both genders	1979	76.30
37 Salamanca	Both genders	1978	75.73
37 Salamanca	Both genders	1977	75.61
37 Salamanca	Both genders	1976	74.46
37 Salamanca	Both genders	1975	74.76
37 Salamanca	Males	2024	83.46
37 Salamanca	Males	2023	82.64
37 Salamanca	Males	2022	81.55
37 Salamanca	Males	2021	81.65
37 Salamanca	Males	2020	79.86
37 Salamanca	Males	2019	82.02
37 Salamanca	Males	2018	82.16
37 Salamanca	Males	2017	81.84
37 Salamanca	Males	2016	81.85
37 Salamanca	Males	2015	82.21
37 Salamanca	Males	2014	81.75
37 Salamanca	Males	2013	81.69
37 Salamanca	Males	2012	81.08
37 Salamanca	Males	2011	80.98
37 Salamanca	Males	2010	80.81
37 Salamanca	Males	2009	80.02
37 Salamanca	Males	2008	79.93
37 Salamanca	Males	2007	79.52
37 Salamanca	Males	2006	79.75
37 Salamanca	Males	2005	79.38
37 Salamanca	Males	2004	79.81
37 Salamanca	Males	2003	77.74
37 Salamanca	Males	2002	77.77
37 Salamanca	Males	2001	78.22
37 Salamanca	Males	2000	78.17
37 Salamanca	Males	1999	77.10
37 Salamanca	Males	1998	76.81
37 Salamanca	Males	1997	76.54
37 Salamanca	Males	1996	76.39
37 Salamanca	Males	1995	76.64
37 Salamanca	Males	1994	77.11
37 Salamanca	Males	1993	75.67
37 Salamanca	Males	1992	76.17
37 Salamanca	Males	1991	75.35
37 Salamanca	Males	1990	75.37
37 Salamanca	Males	1989	75.59
37 Salamanca	Males	1988	75.35
37 Salamanca	Males	1987	75.26
37 Salamanca	Males	1986	76.12
37 Salamanca	Males	1985	75.21
37 Salamanca	Males	1984	75.36
37 Salamanca	Males	1983	74.74
37 Salamanca	Males	1982	75.29
37 Salamanca	Males	1981	75.31
37 Salamanca	Males	1980	75.07
37 Salamanca	Males	1979	73.31
37 Salamanca	Males	1978	73.21
37 Salamanca	Males	1977	72.67
37 Salamanca	Males	1976	72.57
37 Salamanca	Males	1975	72.40
37 Salamanca	Females	2024	87.99
37 Salamanca	Females	2023	88.12
37 Salamanca	Females	2022	86.67
37 Salamanca	Females	2021	87.89
37 Salamanca	Females	2020	85.28
37 Salamanca	Females	2019	87.34
37 Salamanca	Females	2018	87.12
37 Salamanca	Females	2017	86.92
37 Salamanca	Females	2016	87.03
37 Salamanca	Females	2015	86.85
37 Salamanca	Females	2014	87.38
37 Salamanca	Females	2013	86.85
37 Salamanca	Females	2012	86.40
37 Salamanca	Females	2011	86.87
37 Salamanca	Females	2010	86.52
37 Salamanca	Females	2009	85.90
37 Salamanca	Females	2008	85.63
37 Salamanca	Females	2007	85.65
37 Salamanca	Females	2006	85.69
37 Salamanca	Females	2005	85.04
37 Salamanca	Females	2004	85.03
37 Salamanca	Females	2003	83.96
37 Salamanca	Females	2002	83.92
37 Salamanca	Females	2001	84.62
37 Salamanca	Females	2000	83.59
37 Salamanca	Females	1999	83.33
37 Salamanca	Females	1998	83.18
37 Salamanca	Females	1997	83.70
37 Salamanca	Females	1996	82.94
37 Salamanca	Females	1995	83.16
37 Salamanca	Females	1994	82.83
37 Salamanca	Females	1993	82.52
37 Salamanca	Females	1992	82.29
37 Salamanca	Females	1991	81.70
37 Salamanca	Females	1990	81.19
37 Salamanca	Females	1989	81.10
37 Salamanca	Females	1988	80.74
37 Salamanca	Females	1987	81.26
37 Salamanca	Females	1986	80.89
37 Salamanca	Females	1985	80.55
37 Salamanca	Females	1984	79.90
37 Salamanca	Females	1983	80.34
37 Salamanca	Females	1982	81.07
37 Salamanca	Females	1981	80.03
37 Salamanca	Females	1980	79.83
37 Salamanca	Females	1979	79.30
37 Salamanca	Females	1978	78.23
37 Salamanca	Females	1977	78.57
37 Salamanca	Females	1976	76.29
37 Salamanca	Females	1975	77.09
38 Santa Cruz de Tenerife	Both genders	2024	82.88
38 Santa Cruz de Tenerife	Both genders	2023	82.85
38 Santa Cruz de Tenerife	Both genders	2022	82.01
38 Santa Cruz de Tenerife	Both genders	2021	82.30
38 Santa Cruz de Tenerife	Both genders	2020	82.63
38 Santa Cruz de Tenerife	Both genders	2019	82.56
38 Santa Cruz de Tenerife	Both genders	2018	81.90
38 Santa Cruz de Tenerife	Both genders	2017	82.27
38 Santa Cruz de Tenerife	Both genders	2016	82.10
38 Santa Cruz de Tenerife	Both genders	2015	81.75
38 Santa Cruz de Tenerife	Both genders	2014	81.95
38 Santa Cruz de Tenerife	Both genders	2013	82.25
38 Santa Cruz de Tenerife	Both genders	2012	81.57
38 Santa Cruz de Tenerife	Both genders	2011	81.31
38 Santa Cruz de Tenerife	Both genders	2010	81.48
38 Santa Cruz de Tenerife	Both genders	2009	80.97
38 Santa Cruz de Tenerife	Both genders	2008	80.25
38 Santa Cruz de Tenerife	Both genders	2007	79.62
38 Santa Cruz de Tenerife	Both genders	2006	79.73
38 Santa Cruz de Tenerife	Both genders	2005	79.38
38 Santa Cruz de Tenerife	Both genders	2004	78.88
38 Santa Cruz de Tenerife	Both genders	2003	79.00
38 Santa Cruz de Tenerife	Both genders	2002	79.34
38 Santa Cruz de Tenerife	Both genders	2001	78.56
38 Santa Cruz de Tenerife	Both genders	2000	78.01
38 Santa Cruz de Tenerife	Both genders	1999	78.18
38 Santa Cruz de Tenerife	Both genders	1998	77.52
38 Santa Cruz de Tenerife	Both genders	1997	77.94
38 Santa Cruz de Tenerife	Both genders	1996	77.34
38 Santa Cruz de Tenerife	Both genders	1995	78.00
38 Santa Cruz de Tenerife	Both genders	1994	77.66
38 Santa Cruz de Tenerife	Both genders	1993	77.14
38 Santa Cruz de Tenerife	Both genders	1992	77.17
38 Santa Cruz de Tenerife	Both genders	1991	77.19
38 Santa Cruz de Tenerife	Both genders	1990	76.44
38 Santa Cruz de Tenerife	Both genders	1989	75.90
38 Santa Cruz de Tenerife	Both genders	1988	75.71
38 Santa Cruz de Tenerife	Both genders	1987	75.82
38 Santa Cruz de Tenerife	Both genders	1986	75.85
38 Santa Cruz de Tenerife	Both genders	1985	75.61
38 Santa Cruz de Tenerife	Both genders	1984	75.01
38 Santa Cruz de Tenerife	Both genders	1983	75.59
38 Santa Cruz de Tenerife	Both genders	1982	75.43
38 Santa Cruz de Tenerife	Both genders	1981	74.69
38 Santa Cruz de Tenerife	Both genders	1980	74.78
38 Santa Cruz de Tenerife	Both genders	1979	74.20
38 Santa Cruz de Tenerife	Both genders	1978	73.93
38 Santa Cruz de Tenerife	Both genders	1977	74.45
38 Santa Cruz de Tenerife	Both genders	1976	73.43
38 Santa Cruz de Tenerife	Both genders	1975	73.77
38 Santa Cruz de Tenerife	Males	2024	80.71
38 Santa Cruz de Tenerife	Males	2023	80.39
38 Santa Cruz de Tenerife	Males	2022	79.38
38 Santa Cruz de Tenerife	Males	2021	79.58
38 Santa Cruz de Tenerife	Males	2020	80.15
38 Santa Cruz de Tenerife	Males	2019	80.01
38 Santa Cruz de Tenerife	Males	2018	79.38
38 Santa Cruz de Tenerife	Males	2017	79.65
38 Santa Cruz de Tenerife	Males	2016	79.30
38 Santa Cruz de Tenerife	Males	2015	79.28
38 Santa Cruz de Tenerife	Males	2014	79.18
38 Santa Cruz de Tenerife	Males	2013	79.83
38 Santa Cruz de Tenerife	Males	2012	78.96
38 Santa Cruz de Tenerife	Males	2011	78.37
38 Santa Cruz de Tenerife	Males	2010	78.61
38 Santa Cruz de Tenerife	Males	2009	78.60
38 Santa Cruz de Tenerife	Males	2008	77.25
38 Santa Cruz de Tenerife	Males	2007	76.48
38 Santa Cruz de Tenerife	Males	2006	76.44
38 Santa Cruz de Tenerife	Males	2005	76.35
38 Santa Cruz de Tenerife	Males	2004	75.80
38 Santa Cruz de Tenerife	Males	2003	75.83
38 Santa Cruz de Tenerife	Males	2002	76.12
38 Santa Cruz de Tenerife	Males	2001	75.34
38 Santa Cruz de Tenerife	Males	2000	74.80
38 Santa Cruz de Tenerife	Males	1999	75.08
38 Santa Cruz de Tenerife	Males	1998	73.96
38 Santa Cruz de Tenerife	Males	1997	74.36
38 Santa Cruz de Tenerife	Males	1996	73.87
38 Santa Cruz de Tenerife	Males	1995	74.64
38 Santa Cruz de Tenerife	Males	1994	73.84
38 Santa Cruz de Tenerife	Males	1993	73.92
38 Santa Cruz de Tenerife	Males	1992	73.85
38 Santa Cruz de Tenerife	Males	1991	73.82
38 Santa Cruz de Tenerife	Males	1990	73.45
38 Santa Cruz de Tenerife	Males	1989	72.45
38 Santa Cruz de Tenerife	Males	1988	72.47
38 Santa Cruz de Tenerife	Males	1987	72.41
38 Santa Cruz de Tenerife	Males	1986	72.79
38 Santa Cruz de Tenerife	Males	1985	72.13
38 Santa Cruz de Tenerife	Males	1984	71.64
38 Santa Cruz de Tenerife	Males	1983	72.42
38 Santa Cruz de Tenerife	Males	1982	72.38
38 Santa Cruz de Tenerife	Males	1981	71.56
38 Santa Cruz de Tenerife	Males	1980	71.64
38 Santa Cruz de Tenerife	Males	1979	71.11
38 Santa Cruz de Tenerife	Males	1978	71.03
38 Santa Cruz de Tenerife	Males	1977	71.59
38 Santa Cruz de Tenerife	Males	1976	71.05
38 Santa Cruz de Tenerife	Males	1975	71.33
38 Santa Cruz de Tenerife	Females	2024	84.94
38 Santa Cruz de Tenerife	Females	2023	85.26
38 Santa Cruz de Tenerife	Females	2022	84.62
38 Santa Cruz de Tenerife	Females	2021	85.00
38 Santa Cruz de Tenerife	Females	2020	85.05
38 Santa Cruz de Tenerife	Females	2019	85.08
38 Santa Cruz de Tenerife	Females	2018	84.40
38 Santa Cruz de Tenerife	Females	2017	84.87
38 Santa Cruz de Tenerife	Females	2016	84.90
38 Santa Cruz de Tenerife	Females	2015	84.20
38 Santa Cruz de Tenerife	Females	2014	84.72
38 Santa Cruz de Tenerife	Females	2013	84.63
38 Santa Cruz de Tenerife	Females	2012	84.19
38 Santa Cruz de Tenerife	Females	2011	84.32
38 Santa Cruz de Tenerife	Females	2010	84.37
38 Santa Cruz de Tenerife	Females	2009	83.33
38 Santa Cruz de Tenerife	Females	2008	83.29
38 Santa Cruz de Tenerife	Females	2007	82.85
38 Santa Cruz de Tenerife	Females	2006	83.12
38 Santa Cruz de Tenerife	Females	2005	82.47
38 Santa Cruz de Tenerife	Females	2004	82.01
38 Santa Cruz de Tenerife	Females	2003	82.24
38 Santa Cruz de Tenerife	Females	2002	82.62
38 Santa Cruz de Tenerife	Females	2001	81.83
38 Santa Cruz de Tenerife	Females	2000	81.26
38 Santa Cruz de Tenerife	Females	1999	81.28
38 Santa Cruz de Tenerife	Females	1998	81.20
38 Santa Cruz de Tenerife	Females	1997	81.63
38 Santa Cruz de Tenerife	Females	1996	80.92
38 Santa Cruz de Tenerife	Females	1995	81.42
38 Santa Cruz de Tenerife	Females	1994	81.64
38 Santa Cruz de Tenerife	Females	1993	80.38
38 Santa Cruz de Tenerife	Females	1992	80.55
38 Santa Cruz de Tenerife	Females	1991	80.60
38 Santa Cruz de Tenerife	Females	1990	79.42
38 Santa Cruz de Tenerife	Females	1989	79.41
38 Santa Cruz de Tenerife	Females	1988	78.95
38 Santa Cruz de Tenerife	Females	1987	79.26
38 Santa Cruz de Tenerife	Females	1986	78.90
38 Santa Cruz de Tenerife	Females	1985	79.13
38 Santa Cruz de Tenerife	Females	1984	78.42
38 Santa Cruz de Tenerife	Females	1983	78.72
38 Santa Cruz de Tenerife	Females	1982	78.45
38 Santa Cruz de Tenerife	Females	1981	77.79
38 Santa Cruz de Tenerife	Females	1980	77.89
38 Santa Cruz de Tenerife	Females	1979	77.28
38 Santa Cruz de Tenerife	Females	1978	76.80
38 Santa Cruz de Tenerife	Females	1977	77.28
38 Santa Cruz de Tenerife	Females	1976	75.73
38 Santa Cruz de Tenerife	Females	1975	76.13
40 Segovia	Both genders	2024	85.30
40 Segovia	Both genders	2023	83.92
40 Segovia	Both genders	2022	84.41
40 Segovia	Both genders	2021	84.06
40 Segovia	Both genders	2020	81.49
40 Segovia	Both genders	2019	84.70
40 Segovia	Both genders	2018	83.94
40 Segovia	Both genders	2017	83.92
40 Segovia	Both genders	2016	84.01
40 Segovia	Both genders	2015	83.28
40 Segovia	Both genders	2014	84.09
40 Segovia	Both genders	2013	83.76
40 Segovia	Both genders	2012	83.64
40 Segovia	Both genders	2011	83.40
40 Segovia	Both genders	2010	83.35
40 Segovia	Both genders	2009	83.12
40 Segovia	Both genders	2008	82.85
40 Segovia	Both genders	2007	82.47
40 Segovia	Both genders	2006	82.50
40 Segovia	Both genders	2005	81.96
40 Segovia	Both genders	2004	81.28
40 Segovia	Both genders	2003	81.42
40 Segovia	Both genders	2002	81.36
40 Segovia	Both genders	2001	81.70
40 Segovia	Both genders	2000	81.34
40 Segovia	Both genders	1999	80.77
40 Segovia	Both genders	1998	81.14
40 Segovia	Both genders	1997	80.65
40 Segovia	Both genders	1996	80.49
40 Segovia	Both genders	1995	80.75
40 Segovia	Both genders	1994	79.92
40 Segovia	Both genders	1993	79.67
40 Segovia	Both genders	1992	79.47
40 Segovia	Both genders	1991	80.13
40 Segovia	Both genders	1990	78.78
40 Segovia	Both genders	1989	78.60
40 Segovia	Both genders	1988	78.42
40 Segovia	Both genders	1987	78.76
40 Segovia	Both genders	1986	78.67
40 Segovia	Both genders	1985	76.73
40 Segovia	Both genders	1984	77.35
40 Segovia	Both genders	1983	78.00
40 Segovia	Both genders	1982	77.10
40 Segovia	Both genders	1981	75.57
40 Segovia	Both genders	1980	76.20
40 Segovia	Both genders	1979	76.04
40 Segovia	Both genders	1978	75.46
40 Segovia	Both genders	1977	74.80
40 Segovia	Both genders	1976	75.40
40 Segovia	Both genders	1975	74.27
40 Segovia	Males	2024	82.78
40 Segovia	Males	2023	81.25
40 Segovia	Males	2022	81.77
40 Segovia	Males	2021	81.42
40 Segovia	Males	2020	78.34
40 Segovia	Males	2019	82.34
40 Segovia	Males	2018	81.43
40 Segovia	Males	2017	81.51
40 Segovia	Males	2016	81.32
40 Segovia	Males	2015	80.21
40 Segovia	Males	2014	81.29
40 Segovia	Males	2013	81.15
40 Segovia	Males	2012	81.36
40 Segovia	Males	2011	80.82
40 Segovia	Males	2010	80.81
40 Segovia	Males	2009	80.81
40 Segovia	Males	2008	80.17
40 Segovia	Males	2007	79.75
40 Segovia	Males	2006	79.67
40 Segovia	Males	2005	79.27
40 Segovia	Males	2004	78.09
40 Segovia	Males	2003	78.32
40 Segovia	Males	2002	78.39
40 Segovia	Males	2001	78.30
40 Segovia	Males	2000	77.72
40 Segovia	Males	1999	77.59
40 Segovia	Males	1998	78.31
40 Segovia	Males	1997	77.40
40 Segovia	Males	1996	77.70
40 Segovia	Males	1995	78.09
40 Segovia	Males	1994	76.81
40 Segovia	Males	1993	76.18
40 Segovia	Males	1992	76.47
40 Segovia	Males	1991	77.29
40 Segovia	Males	1990	75.85
40 Segovia	Males	1989	76.52
40 Segovia	Males	1988	76.22
40 Segovia	Males	1987	75.67
40 Segovia	Males	1986	76.09
40 Segovia	Males	1985	73.33
40 Segovia	Males	1984	74.59
40 Segovia	Males	1983	75.39
40 Segovia	Males	1982	74.41
40 Segovia	Males	1981	73.09
40 Segovia	Males	1980	73.47
40 Segovia	Males	1979	73.39
40 Segovia	Males	1978	72.89
40 Segovia	Males	1977	71.65
40 Segovia	Males	1976	72.90
40 Segovia	Males	1975	71.95
40 Segovia	Females	2024	87.84
40 Segovia	Females	2023	86.66
40 Segovia	Females	2022	87.21
40 Segovia	Females	2021	86.91
40 Segovia	Females	2020	85.07
40 Segovia	Females	2019	87.08
40 Segovia	Females	2018	86.54
40 Segovia	Females	2017	86.50
40 Segovia	Females	2016	86.83
40 Segovia	Females	2015	86.61
40 Segovia	Females	2014	87.06
40 Segovia	Females	2013	86.44
40 Segovia	Females	2012	85.99
40 Segovia	Females	2011	86.14
40 Segovia	Females	2010	85.96
40 Segovia	Females	2009	85.44
40 Segovia	Females	2008	85.57
40 Segovia	Females	2007	85.32
40 Segovia	Females	2006	85.43
40 Segovia	Females	2005	84.76
40 Segovia	Females	2004	84.73
40 Segovia	Females	2003	84.70
40 Segovia	Females	2002	84.49
40 Segovia	Females	2001	85.27
40 Segovia	Females	2000	85.27
40 Segovia	Females	1999	84.08
40 Segovia	Females	1998	84.03
40 Segovia	Females	1997	84.11
40 Segovia	Females	1996	83.35
40 Segovia	Females	1995	83.47
40 Segovia	Females	1994	83.13
40 Segovia	Females	1993	83.37
40 Segovia	Females	1992	82.62
40 Segovia	Females	1991	83.07
40 Segovia	Females	1990	81.78
40 Segovia	Females	1989	80.60
40 Segovia	Females	1988	80.66
40 Segovia	Females	1987	82.03
40 Segovia	Females	1986	81.34
40 Segovia	Females	1985	80.36
40 Segovia	Females	1984	80.21
40 Segovia	Females	1983	80.66
40 Segovia	Females	1982	79.88
40 Segovia	Females	1981	78.17
40 Segovia	Females	1980	79.05
40 Segovia	Females	1979	78.78
40 Segovia	Females	1978	78.15
40 Segovia	Females	1977	78.19
40 Segovia	Females	1976	78.07
40 Segovia	Females	1975	76.70
41 Sevilla	Both genders	2024	82.73
41 Sevilla	Both genders	2023	82.58
41 Sevilla	Both genders	2022	81.74
41 Sevilla	Both genders	2021	81.44
41 Sevilla	Both genders	2020	81.39
41 Sevilla	Both genders	2019	81.99
41 Sevilla	Both genders	2018	81.83
41 Sevilla	Both genders	2017	81.39
41 Sevilla	Both genders	2016	81.73
41 Sevilla	Both genders	2015	81.09
41 Sevilla	Both genders	2014	81.59
41 Sevilla	Both genders	2013	81.36
41 Sevilla	Both genders	2012	80.79
41 Sevilla	Both genders	2011	80.59
41 Sevilla	Both genders	2010	80.38
41 Sevilla	Both genders	2009	80.08
41 Sevilla	Both genders	2008	79.56
41 Sevilla	Both genders	2007	79.41
41 Sevilla	Both genders	2006	79.26
41 Sevilla	Both genders	2005	78.87
41 Sevilla	Both genders	2004	78.65
41 Sevilla	Both genders	2003	78.03
41 Sevilla	Both genders	2002	78.35
41 Sevilla	Both genders	2001	78.20
41 Sevilla	Both genders	2000	78.01
41 Sevilla	Both genders	1999	77.23
41 Sevilla	Both genders	1998	77.22
41 Sevilla	Both genders	1997	77.52
41 Sevilla	Both genders	1996	77.07
41 Sevilla	Both genders	1995	76.76
41 Sevilla	Both genders	1994	76.87
41 Sevilla	Both genders	1993	76.48
41 Sevilla	Both genders	1992	76.18
41 Sevilla	Both genders	1991	75.71
41 Sevilla	Both genders	1990	75.73
41 Sevilla	Both genders	1989	75.61
41 Sevilla	Both genders	1988	75.51
41 Sevilla	Both genders	1987	75.51
41 Sevilla	Both genders	1986	75.43
41 Sevilla	Both genders	1985	75.10
41 Sevilla	Both genders	1984	75.27
41 Sevilla	Both genders	1983	74.90
41 Sevilla	Both genders	1982	74.58
41 Sevilla	Both genders	1981	74.11
41 Sevilla	Both genders	1980	74.21
41 Sevilla	Both genders	1979	73.90
41 Sevilla	Both genders	1978	73.42
41 Sevilla	Both genders	1977	73.48
41 Sevilla	Both genders	1976	72.78
41 Sevilla	Both genders	1975	73.01
41 Sevilla	Males	2024	80.00
41 Sevilla	Males	2023	79.88
41 Sevilla	Males	2022	78.97
41 Sevilla	Males	2021	78.46
41 Sevilla	Males	2020	78.43
41 Sevilla	Males	2019	79.09
41 Sevilla	Males	2018	78.99
41 Sevilla	Males	2017	78.60
41 Sevilla	Males	2016	78.92
41 Sevilla	Males	2015	78.22
41 Sevilla	Males	2014	78.76
41 Sevilla	Males	2013	78.50
41 Sevilla	Males	2012	77.74
41 Sevilla	Males	2011	77.66
41 Sevilla	Males	2010	77.19
41 Sevilla	Males	2009	76.95
41 Sevilla	Males	2008	76.31
41 Sevilla	Males	2007	76.01
41 Sevilla	Males	2006	75.97
41 Sevilla	Males	2005	75.49
41 Sevilla	Males	2004	75.26
41 Sevilla	Males	2003	74.67
41 Sevilla	Males	2002	74.90
41 Sevilla	Males	2001	74.81
41 Sevilla	Males	2000	74.50
41 Sevilla	Males	1999	73.57
41 Sevilla	Males	1998	73.67
41 Sevilla	Males	1997	73.94
41 Sevilla	Males	1996	73.50
41 Sevilla	Males	1995	73.00
41 Sevilla	Males	1994	73.14
41 Sevilla	Males	1993	73.02
41 Sevilla	Males	1992	72.33
41 Sevilla	Males	1991	72.01
41 Sevilla	Males	1990	72.04
41 Sevilla	Males	1989	71.99
41 Sevilla	Males	1988	72.14
41 Sevilla	Males	1987	72.24
41 Sevilla	Males	1986	71.97
41 Sevilla	Males	1985	71.63
41 Sevilla	Males	1984	71.76
41 Sevilla	Males	1983	71.80
41 Sevilla	Males	1982	71.21
41 Sevilla	Males	1981	70.52
41 Sevilla	Males	1980	71.09
41 Sevilla	Males	1979	70.56
41 Sevilla	Males	1978	70.09
41 Sevilla	Males	1977	70.06
41 Sevilla	Males	1976	69.61
41 Sevilla	Males	1975	69.79
41 Sevilla	Females	2024	85.35
41 Sevilla	Females	2023	85.16
41 Sevilla	Females	2022	84.42
41 Sevilla	Females	2021	84.36
41 Sevilla	Females	2020	84.30
41 Sevilla	Females	2019	84.78
41 Sevilla	Females	2018	84.56
41 Sevilla	Females	2017	84.08
41 Sevilla	Females	2016	84.40
41 Sevilla	Females	2015	83.85
41 Sevilla	Females	2014	84.27
41 Sevilla	Females	2013	84.08
41 Sevilla	Females	2012	83.73
41 Sevilla	Females	2011	83.38
41 Sevilla	Females	2010	83.46
41 Sevilla	Females	2009	83.11
41 Sevilla	Females	2008	82.74
41 Sevilla	Females	2007	82.76
41 Sevilla	Females	2006	82.46
41 Sevilla	Females	2005	82.21
41 Sevilla	Females	2004	82.00
41 Sevilla	Females	2003	81.34
41 Sevilla	Females	2002	81.73
41 Sevilla	Females	2001	81.50
41 Sevilla	Females	2000	81.46
41 Sevilla	Females	1999	80.90
41 Sevilla	Females	1998	80.74
41 Sevilla	Females	1997	81.05
41 Sevilla	Females	1996	80.57
41 Sevilla	Females	1995	80.50
41 Sevilla	Females	1994	80.55
41 Sevilla	Females	1993	79.86
41 Sevilla	Females	1992	80.01
41 Sevilla	Females	1991	79.38
41 Sevilla	Females	1990	79.40
41 Sevilla	Females	1989	79.18
41 Sevilla	Females	1988	78.76
41 Sevilla	Females	1987	78.63
41 Sevilla	Females	1986	78.77
41 Sevilla	Females	1985	78.46
41 Sevilla	Females	1984	78.68
41 Sevilla	Females	1983	77.82
41 Sevilla	Females	1982	77.80
41 Sevilla	Females	1981	77.61
41 Sevilla	Females	1980	77.16
41 Sevilla	Females	1979	77.10
41 Sevilla	Females	1978	76.61
41 Sevilla	Females	1977	76.78
41 Sevilla	Females	1976	75.82
41 Sevilla	Females	1975	76.10
42 Soria	Both genders	2024	84.49
42 Soria	Both genders	2023	84.73
42 Soria	Both genders	2022	83.29
42 Soria	Both genders	2021	83.63
42 Soria	Both genders	2020	82.26
42 Soria	Both genders	2019	84.48
42 Soria	Both genders	2018	84.52
42 Soria	Both genders	2017	84.78
42 Soria	Both genders	2016	83.02
42 Soria	Both genders	2015	84.05
42 Soria	Both genders	2014	84.02
42 Soria	Both genders	2013	84.45
42 Soria	Both genders	2012	83.64
42 Soria	Both genders	2011	84.00
42 Soria	Both genders	2010	83.85
42 Soria	Both genders	2009	83.36
42 Soria	Both genders	2008	82.79
42 Soria	Both genders	2007	82.42
42 Soria	Both genders	2006	82.21
42 Soria	Both genders	2005	81.71
42 Soria	Both genders	2004	80.89
42 Soria	Both genders	2003	82.82
42 Soria	Both genders	2002	82.13
42 Soria	Both genders	2001	83.28
42 Soria	Both genders	2000	80.70
42 Soria	Both genders	1999	81.32
42 Soria	Both genders	1998	81.30
42 Soria	Both genders	1997	81.72
42 Soria	Both genders	1996	80.54
42 Soria	Both genders	1995	80.29
42 Soria	Both genders	1994	81.59
42 Soria	Both genders	1993	80.39
42 Soria	Both genders	1992	80.18
42 Soria	Both genders	1991	79.94
42 Soria	Both genders	1990	79.99
42 Soria	Both genders	1989	78.56
42 Soria	Both genders	1988	78.32
42 Soria	Both genders	1987	79.10
42 Soria	Both genders	1986	78.66
42 Soria	Both genders	1985	78.56
42 Soria	Both genders	1984	78.36
42 Soria	Both genders	1983	79.08
42 Soria	Both genders	1982	77.73
42 Soria	Both genders	1981	77.42
42 Soria	Both genders	1980	76.09
42 Soria	Both genders	1979	76.35
42 Soria	Both genders	1978	75.55
42 Soria	Both genders	1977	75.53
42 Soria	Both genders	1976	76.10
42 Soria	Both genders	1975	75.88
42 Soria	Males	2024	82.50
42 Soria	Males	2023	81.81
42 Soria	Males	2022	80.82
42 Soria	Males	2021	81.36
42 Soria	Males	2020	80.03
42 Soria	Males	2019	82.25
42 Soria	Males	2018	81.99
42 Soria	Males	2017	81.78
42 Soria	Males	2016	80.79
42 Soria	Males	2015	81.31
42 Soria	Males	2014	81.09
42 Soria	Males	2013	82.33
42 Soria	Males	2012	80.73
42 Soria	Males	2011	81.09
42 Soria	Males	2010	81.41
42 Soria	Males	2009	80.28
42 Soria	Males	2008	80.18
42 Soria	Males	2007	80.21
42 Soria	Males	2006	79.98
42 Soria	Males	2005	78.78
42 Soria	Males	2004	77.72
42 Soria	Males	2003	79.90
42 Soria	Males	2002	78.74
42 Soria	Males	2001	80.36
42 Soria	Males	2000	77.18
42 Soria	Males	1999	77.56
42 Soria	Males	1998	79.21
42 Soria	Males	1997	78.05
42 Soria	Males	1996	76.66
42 Soria	Males	1995	76.98
42 Soria	Males	1994	78.75
42 Soria	Males	1993	77.93
42 Soria	Males	1992	76.54
42 Soria	Males	1991	76.24
42 Soria	Males	1990	76.88
42 Soria	Males	1989	75.09
42 Soria	Males	1988	75.63
42 Soria	Males	1987	76.16
42 Soria	Males	1986	76.15
42 Soria	Males	1985	75.85
42 Soria	Males	1984	74.61
42 Soria	Males	1983	76.49
42 Soria	Males	1982	75.09
42 Soria	Males	1981	74.84
42 Soria	Males	1980	73.60
42 Soria	Males	1979	72.79
42 Soria	Males	1978	72.68
42 Soria	Males	1977	73.08
42 Soria	Males	1976	74.10
42 Soria	Males	1975	74.31
42 Soria	Females	2024	86.60
