"By province","By age ",2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"By province","By age ",Expectation of life at age (Total) (Years),Expectation of life at age (Male) (Years),Expectation of life at age (Female) (Years),Probability of dying (Total),Probability of dying (Male),Probability of dying (Female),Number of people left alive at age (Total) (Person),Number of people left alive at age (Male) (Person),Number of people left alive at age (Female) (Person),Person-years lived between ages (Total) (Person),Person-years lived between ages (Male) (Person),Person-years lived between ages (Female) (Person)
"Gangwon-do","1",82.0,78.7,85.3,0.00014,0.00026,0.00002,99809,99789,99829,399193,399079,399312
"Gangwon-do","5",78.0,74.7,81.3,0.00025,0.00013,0.00036,99795,99763,99827,498940,498799,499086
"Gangwon-do","10",73.0,69.7,76.3,0.00061,0.00027,0.00094,99770,99750,99791,498681,498677,498689
"Gangwon-do","15",68.1,64.7,71.4,0.00111,0.00139,0.00083,99710,99723,99697,498314,498348,498285
"Gangwon-do","20",63.1,59.8,66.5,0.00261,0.00293,0.00229,99599,99585,99615,497427,497260,497600
"Gangwon-do","25",58.3,55.0,61.6,0.00277,0.00388,0.00166,99339,99293,99386,496018,495567,496473
"Gangwon-do","30",53.5,50.2,56.7,0.00394,0.00545,0.00244,99064,98908,99221,494364,493215,495517
"Gangwon-do","35",48.7,45.5,51.8,0.00458,0.00630,0.00288,98673,98368,98979,492292,490394,494195
"Gangwon-do","40",43.9,40.7,47.0,0.00678,0.01009,0.00350,98221,97748,98694,489526,486368,492689
"Gangwon-do","45",39.2,36.1,42.1,0.00997,0.01305,0.00695,97555,96762,98349,485483,480860,490110
"Gangwon-do","50",34.5,31.6,37.4,0.01591,0.02177,0.01018,96582,95499,97665,479292,472610,485978
"Gangwon-do","55",30.0,27.2,32.8,0.02014,0.02889,0.01168,95045,93421,96671,470584,460578,480595
"Gangwon-do","60",25.6,22.9,28.1,0.02953,0.04388,0.01591,93131,90722,95542,459203,444297,474114
"Gangwon-do","65",21.3,18.9,23.5,0.04111,0.05942,0.02421,90381,86741,94022,443099,421407,464796
"Gangwon-do","70",17.1,14.9,19.1,0.06797,0.10033,0.03919,86666,81587,91745,419941,389196,450689
"Gangwon-do","75",13.1,11.3,14.7,0.11850,0.16375,0.08081,80775,73401,88150,382440,339703,425182
"Gangwon-do","80",9.5,7.9,10.8,0.24297,0.32657,0.17964,71204,61382,81026,315304,258472,372140
"Gangwon-do","85",6.8,5.5,7.5,0.40700,0.51083,0.34244,53903,41336,66471,215587,153009,278167
"Gangwon-do","90",4.6,3.7,5.1,0.60677,0.71601,0.55624,31964,20220,43709,108395,60862,155928
"Gangwon-do","95",3.2,2.5,3.4,0.78538,0.87337,0.75933,12569,5742,19396,34115,13193,55038
"Gangwon-do","100",2.3,1.7,2.3,1.00000,1.00000,1.00000,2698,727,4668,6087,1272,10901
"Chungcheongbuk-do","0 ",82.4,79.4,85.4,0.00291,0.00361,0.00218,100000,100000,100000,99764,99698,99830
"Chungcheongbuk-do","1",81.7,78.7,84.6,0.00099,0.00116,0.00083,99709,99639,99782,398633,398290,398992
"Chungcheongbuk-do","5",77.7,74.8,80.7,0.00069,0.00104,0.00034,99610,99524,99699,497845,497319,498390
"Chungcheongbuk-do","10",72.8,69.9,75.7,0.00035,0.00013,0.00056,99541,99420,99666,497644,497081,498227
"Chungcheongbuk-do","15",67.8,64.9,70.8,0.00159,0.00145,0.00172,99507,99407,99611,497164,496719,497629
"Chungcheongbuk-do","20",62.9,60.0,65.9,0.00226,0.00242,0.00211,99349,99263,99439,496233,495770,496714
"Chungcheongbuk-do","25",58.1,55.1,61.0,0.00268,0.00373,0.00163,99124,99023,99230,494955,494245,495685
"Chungcheongbuk-do","30",53.2,50.3,56.1,0.00417,0.00552,0.00282,98859,98653,99068,493336,491982,494709
"Chungcheongbuk-do","35",48.4,45.6,51.2,0.00461,0.00598,0.00325,98447,98108,98789,491125,489131,493139
"Chungcheongbuk-do","40",43.6,40.8,46.4,0.00647,0.00845,0.00452,97993,97521,98468,488466,485629,491322
"Chungcheongbuk-do","45",38.9,36.1,41.6,0.00875,0.01170,0.00584,97359,96697,98024,484833,481039,488647
"Chungcheongbuk-do","50",34.2,31.5,36.8,0.01459,0.02129,0.00802,96507,95566,97451,479240,472977,485521
"Chungcheongbuk-do","55",29.7,27.2,32.1,0.01895,0.02774,0.01044,95099,93531,96670,471136,461390,480900
"Chungcheongbuk-do","60",25.2,22.9,27.4,0.02612,0.03768,0.01513,93297,90937,95660,460799,446771,474845
"Chungcheongbuk-do","65",20.8,18.7,22.8,0.04203,0.06301,0.02255,90860,87511,94213,445508,424636,466397
